timestamp,cmd,mode,swpentry,address
24085.0,linear,out,1007,140721866342400
24095.0,linear,out,1008,94195647426560
24095.0,linear,out,1009,140120284213248
24095.0,linear,out,1010,140120284209152
24095.0,linear,out,1011,140120284217344
24095.0,linear,out,1012,94195647422464
24095.0,linear,out,1013,140721866338304
24095.0,linear,out,1014,140120284106752
24095.0,linear,out,1015,140120281931776
24265.0,linear,out,1016,140120281923584
24265.0,linear,out,1017,140120284110848
24265.0,linear,out,1018,140120281927680
24265.0,linear,out,1019,140120281911296
24265.0,linear,out,1020,140120281915392
24265.0,linear,out,1021,140120281919488
24265.0,linear,out,1022,140120281948160
24265.0,linear,out,1023,140120281939968
24265.0,linear,out,1024,140120281935872
24275.0,linear,out,1025,94195660320768
24455.0,linear,out,1026,94195654766592
24455.0,linear,out,1027,94195647430656
24455.0,linear,out,1028,94195647434752
24455.0,linear,out,1029,94195647438848
24455.0,linear,out,1030,94195647442944
24455.0,linear,out,1031,94195647447040
24465.0,linear,out,1032,94195647451136
24465.0,linear,out,1033,94195647455232
24465.0,linear,out,1034,94195647459328
24465.0,linear,out,1035,94195647463424
24465.0,linear,out,1036,94195647467520
24465.0,linear,out,1037,94195647471616
24465.0,linear,out,1038,94195647475712
24465.0,linear,out,1039,94195647479808
24465.0,linear,out,1040,94195647483904
24465.0,linear,out,1041,94195647488000
24465.0,linear,out,1042,94195647492096
24465.0,linear,out,1043,94195647496192
24465.0,linear,out,1044,94195647500288
24465.0,linear,out,1045,94195647504384
24465.0,linear,out,1046,94195647508480
24465.0,linear,out,1047,94195647512576
24465.0,linear,out,1048,94195647516672
24465.0,linear,out,1049,94195647520768
24465.0,linear,out,1050,94195647524864
24465.0,linear,out,1051,94195647528960
24465.0,linear,out,1052,94195647533056
24785.0,linear,out,1053,94195647537152
24785.0,linear,out,1054,94195647541248
24785.0,linear,out,1055,94195647545344
24785.0,linear,out,1056,94195647549440
24785.0,linear,out,1057,94195647553536
24785.0,linear,out,1058,94195647557632
24795.0,linear,out,1059,94195647561728
24795.0,linear,out,1060,94195647565824
24795.0,linear,out,1061,94195647569920
24795.0,linear,out,1062,94195647574016
24795.0,linear,out,1063,94195647578112
24795.0,linear,out,1064,94195647582208
24795.0,linear,out,1065,94195647586304
24795.0,linear,out,1066,94195647590400
24795.0,linear,out,1067,94195647594496
24795.0,linear,out,1068,94195647598592
24795.0,linear,out,1069,94195647602688
24795.0,linear,out,1070,94195647606784
24795.0,linear,out,1071,94195647610880
24795.0,linear,out,1072,94195647614976
24795.0,linear,out,1073,94195647619072
24795.0,linear,out,1074,94195647623168
24795.0,linear,out,1075,94195647627264
24795.0,linear,out,1076,94195647631360
24795.0,linear,out,1077,94195647635456
24795.0,linear,out,1078,94195647639552
24795.0,linear,out,1079,94195647643648
24935.0,linear,fault,1026,94195654766592
25415.0,linear,map,1026,94195654766592
25425.0,linear,out,1080,94195647647744
25425.0,linear,out,1081,94195647651840
25425.0,linear,out,1082,94195647655936
25425.0,linear,out,1083,94195647660032
25425.0,linear,out,1084,94195647664128
25425.0,linear,out,1085,94195647668224
25425.0,linear,out,1086,94195647672320
25425.0,linear,out,1087,94195647676416
25425.0,linear,out,1088,94195647680512
25425.0,linear,out,1089,94195647684608
25425.0,linear,out,1090,94195647688704
25425.0,linear,out,1091,94195647692800
25425.0,linear,out,1092,94195647696896
25425.0,linear,out,1093,94195647700992
25425.0,linear,out,1094,94195647705088
25425.0,linear,out,1095,94195647709184
25425.0,linear,out,1096,94195647713280
25435.0,linear,out,1097,94195647717376
25435.0,linear,out,1098,94195647721472
25435.0,linear,out,1099,94195647725568
25435.0,linear,out,1100,94195647729664
25435.0,linear,out,1101,94195647733760
25435.0,linear,out,1102,94195647737856
25435.0,linear,out,1103,94195647741952
25435.0,linear,out,1104,94195647746048
25665.0,linear,out,1105,94195647750144
25665.0,linear,out,1106,94195647754240
25665.0,linear,out,1107,94195647758336
25665.0,linear,out,1108,94195647762432
25665.0,linear,out,1109,94195647766528
25665.0,linear,out,1110,94195647770624
25675.0,linear,out,1111,94195647774720
25675.0,linear,out,1112,94195647778816
25675.0,linear,out,1113,94195647782912
25675.0,linear,out,1114,94195647787008
25675.0,linear,out,1115,94195647791104
25675.0,linear,out,1116,94195647795200
25675.0,linear,out,1117,94195647799296
25675.0,linear,out,1118,94195647803392
25675.0,linear,out,1119,94195647807488
25675.0,linear,out,1120,94195647811584
25675.0,linear,out,1121,94195647815680
25675.0,linear,out,1122,94195647819776
25675.0,linear,out,1123,94195647823872
25675.0,linear,out,1124,94195647827968
25675.0,linear,out,1125,94195647832064
25675.0,linear,out,1126,94195647836160
25675.0,linear,out,1127,94195647840256
25675.0,linear,out,1128,94195647844352
25675.0,linear,out,1129,94195647848448
25675.0,linear,out,1130,94195647852544
25675.0,linear,out,1131,94195647856640
25675.0,linear,out,1132,94195647860736
25675.0,linear,out,1133,94195647864832
25685.0,linear,out,1134,94195647868928
25685.0,linear,out,1135,94195647873024
25685.0,linear,out,1136,94195647877120
25685.0,linear,out,1137,94195647881216
25685.0,linear,out,1138,94195647885312
25685.0,linear,out,1139,94195647889408
25695.0,linear,out,1140,94195647893504
26165.0,linear,out,1141,94195647897600
26165.0,linear,out,1142,94195647901696
26165.0,linear,out,1143,94195647905792
26165.0,linear,out,1144,94195647909888
26175.0,linear,out,1145,94195647913984
26175.0,linear,out,1146,94195647918080
26175.0,linear,out,1147,94195647922176
26175.0,linear,out,1148,94195647926272
26175.0,linear,out,1149,94195647930368
26175.0,linear,out,1150,94195647934464
26175.0,linear,out,1151,94195647938560
26175.0,linear,out,1152,94195647942656
26175.0,linear,out,1153,94195647946752
26175.0,linear,out,1154,94195647950848
26175.0,linear,out,1155,94195647954944
26175.0,linear,out,1156,94195647959040
26175.0,linear,out,1157,94195647963136
26175.0,linear,out,1158,94195647967232
26175.0,linear,out,1159,94195647971328
26175.0,linear,out,1160,94195647975424
26175.0,linear,out,1161,94195647979520
26175.0,linear,out,1162,94195647983616
26175.0,linear,out,1163,94195647987712
26175.0,linear,out,1164,94195647991808
26175.0,linear,out,1165,94195647995904
26175.0,linear,out,1166,94195648000000
26175.0,linear,out,1167,94195648004096
26185.0,linear,out,1168,94195648008192
26185.0,linear,out,1169,94195648012288
26185.0,linear,out,1170,94195648016384
26185.0,linear,out,1171,94195648020480
26185.0,linear,out,1172,94195648024576
26185.0,linear,out,1173,94195648028672
26405.0,linear,out,1174,94195648032768
26405.0,linear,out,1175,94195648036864
26405.0,linear,out,1176,94195648040960
26405.0,linear,out,1177,94195648045056
26405.0,linear,out,1178,94195648049152
26405.0,linear,out,1179,94195648053248
26405.0,linear,out,1180,94195648057344
26405.0,linear,out,1181,94195648061440
26405.0,linear,out,1182,94195648065536
26405.0,linear,out,1183,94195648069632
26405.0,linear,out,1184,94195648073728
26415.0,linear,out,1185,94195648077824
26415.0,linear,out,1186,94195648081920
26415.0,linear,out,1187,94195648086016
26415.0,linear,out,1188,94195648090112
26415.0,linear,out,1189,94195648094208
26415.0,linear,out,1190,94195648098304
26415.0,linear,out,1191,94195648102400
26415.0,linear,out,1192,94195648106496
26415.0,linear,out,1193,94195648110592
26415.0,linear,out,1194,94195648114688
26415.0,linear,out,1195,94195648118784
26415.0,linear,out,1196,94195648122880
26415.0,linear,out,1197,94195648126976
26415.0,linear,out,1198,94195648131072
26415.0,linear,out,1199,94195648135168
26415.0,linear,out,1200,94195648139264
26415.0,linear,out,1201,94195648143360
26415.0,linear,out,1202,94195648147456
26415.0,linear,out,1203,94195648151552
26425.0,linear,out,1204,94195648155648
27025.0,linear,out,1205,94195648159744
27025.0,linear,out,1206,94195648163840
27025.0,linear,out,1207,94195648167936
27025.0,linear,out,1208,94195648172032
27025.0,linear,out,1209,94195648176128
27025.0,linear,out,1210,94195648180224
27025.0,linear,out,1211,94195648184320
27025.0,linear,out,1212,94195648188416
27025.0,linear,out,1213,94195648192512
27025.0,linear,out,1214,94195648196608
27025.0,linear,out,1215,94195648200704
27025.0,linear,out,1216,94195648204800
27035.0,linear,out,1217,94195648208896
27035.0,linear,out,1218,94195648212992
27035.0,linear,out,1219,94195648217088
27035.0,linear,out,1220,94195648221184
27035.0,linear,out,1221,94195648225280
27035.0,linear,out,1222,94195648229376
27035.0,linear,out,1223,94195648233472
27035.0,linear,out,1224,94195648237568
27035.0,linear,out,1225,94195648241664
27035.0,linear,out,1226,94195648245760
27035.0,linear,out,1227,94195648249856
27035.0,linear,out,1228,94195648253952
27035.0,linear,out,1229,94195648258048
27035.0,linear,out,1230,94195648262144
27035.0,linear,out,1231,94195648266240
27035.0,linear,out,1232,94195648270336
27035.0,linear,out,1233,94195648274432
27035.0,linear,out,1234,94195648278528
27035.0,linear,out,1235,94195648282624
27035.0,linear,out,1236,94195648286720
27045.0,linear,out,1237,94195648290816
27045.0,linear,out,1238,94195648294912
27515.0,linear,out,1239,94195648299008
27515.0,linear,out,1240,94195648303104
27515.0,linear,out,1241,94195648307200
27515.0,linear,out,1242,94195648311296
27645.0,linear,out,1243,94195648315392
27655.0,linear,out,1244,94195648319488
27655.0,linear,out,1245,94195648323584
27655.0,linear,out,1246,94195648327680
27655.0,linear,out,1247,94195648331776
27655.0,linear,out,1248,94195648335872
27655.0,linear,out,1249,94195648339968
27655.0,linear,out,1250,94195648344064
27655.0,linear,out,1251,94195648348160
27655.0,linear,out,1252,94195648352256
27825.0,linear,out,1253,94195648356352
27825.0,linear,out,1254,94195648360448
27825.0,linear,out,1255,94195648364544
27825.0,linear,out,1256,94195648368640
27825.0,linear,out,1257,94195648372736
27825.0,linear,out,1258,94195648376832
27825.0,linear,out,1259,94195648380928
27835.0,linear,out,1260,94195648385024
27835.0,linear,out,1261,94195648389120
27835.0,linear,out,1262,94195648393216
27835.0,linear,out,1263,94195648397312
27835.0,linear,out,1264,94195648401408
27835.0,linear,out,1265,94195648405504
27835.0,linear,out,1266,94195648409600
27835.0,linear,out,1267,94195648413696
27835.0,linear,out,1268,94195648417792
27835.0,linear,out,1269,94195648421888
