1111,[0.82868  0.828682]
1239,[0.828938 0.828939]
1367,[0.829236 0.829237]
1495,[0.829545 0.829546]
1784,[0.82984  0.829841]
1912,[0.929483 0.929492]
2040,[0.932878 0.932887]
2168,[0.958262 0.958271]
2296,[0.9626   0.962609]
2424,[0.965997 0.966005]
2552,[0.969392 0.9694  ]
2680,[0.973728 0.973735]
2808,[0.977129 0.977137]
2936,[0.980487 0.980497]
3064,[0.984861 0.984869]
3192,[0.988217 0.988225]
3320,[0.99165  0.991659]
3448,[0.995044 0.995052]
3576,[0.999383 0.99939 ]
3704,[1.00278  1.002788]
3832,[1.006176 1.006184]
3960,[1.010511 1.010519]
4088,[1.013909 1.013918]
4216,[1.017262 1.017268]
4344,[1.021651 1.02166 ]
4472,[1.025043 1.025052]
4600,[1.028315 1.028323]
4728,[1.032747 1.032755]
4856,[1.036098 1.036107]
4984,[1.039564 1.039573]
5112,[1.043014 1.043022]
5240,[1.047299 1.047308]
5368,[1.050697 1.050705]
5496,[1.054089 1.054097]
5624,[1.058431 1.058439]
5752,[1.061849 1.061859]
5880,[1.065195 1.065203]
6008,[1.06958  1.069591]
6136,[1.072975 1.072986]
6264,[1.076251 1.076264]
6392,[1.080668 1.080678]
6520,[1.084044 1.084051]
6648,[1.087502 1.087513]
6776,[1.091832 1.091843]
6904,[1.095233 1.095248]
7032,[1.098635 1.098646]
7160,[1.102026 1.102037]
7288,[1.106366 1.106376]
7416,[1.109763 1.109774]
7544,[1.113105 1.113113]
7672,[1.117495 1.117505]
7800,[1.12089  1.120902]
7928,[1.12424  1.124252]
8056,[1.128624 1.128634]
8184,[1.131963 1.13197 ]
8312,[1.135413 1.135423]
8440,[1.139753 1.139764]
8568,[1.14315  1.143161]
8696,[1.146542 1.146553]
8824,[1.150879 1.150894]
8952,[1.15428 1.15429]
9080,[1.157676 1.157686]
9208,[1.161072 1.161083]
9336,[1.165414 1.165425]
9464,[1.168752 1.168762]
9592,[1.172203 1.172217]
9720,[1.176544 1.176555]
9848,[1.179934 1.179946]
9976,[1.183339 1.183351]
10104,[1.187672 1.187683]
10232,[1.191069 1.19108 ]
10360,[1.19447  1.194481]
10488,[1.198854 1.198864]
10616,[1.2022   1.202211]
10744,[1.205593 1.205604]
10872,[1.208989 1.209001]
11000,[1.213331 1.213342]
11128,[1.216677 1.216686]
11256,[1.220088 1.220099]
11384,[1.224439 1.224451]
11512,[1.227851 1.227862]
11640,[1.231249 1.231261]
11768,[1.235588 1.235599]
11896,[1.23895  1.238961]
12024,[1.24238  1.242391]
12152,[1.246715 1.246726]
12280,[1.250116 1.250128]
12408,[1.253512 1.253523]
12536,[1.257846 1.257858]
12664,[1.261243 1.261254]
12792,[1.264601 1.26461 ]
12920,[1.268031 1.268042]
13048,[1.272326 1.272337]
13176,[0.709972 1.275733 1.275743]
13304,[0.710269 1.279168 1.279179]
13432,[0.710493 1.283503 1.283514]
13560,[0.726028 1.286898 1.286909]
13688,[0.727724 1.290296 1.290307]
13816,[0.727952 1.294635 1.294646]
13944,[0.728437 1.298027 1.298044]
14072,[0.728917 1.301385 1.301394]
14200,[0.729226 1.305761 1.305771]
14328,[0.74931  1.309158 1.309169]
14456,[0.749551 1.312435 1.312444]
14584,[0.749802 1.315901 1.315912]
14712,[0.750144 1.320281 1.320292]
14840,[0.750382 1.32368  1.32369 ]
14968,[0.750734 1.32708  1.327091]
15096,[0.764225 1.331412 1.331424]
15224,[0.766671 1.334807 1.334818]
15352,[0.766886 1.338204 1.338215]
15480,[0.767106 1.342542 1.342553]
15608,[0.767471 1.34594  1.345951]
15736,[0.788571 1.349289 1.349297]
15864,[0.789034 1.353724 1.353736]
15992,[0.789449 1.357068 1.357079]
16120,[0.789755 1.360339 1.360353]
16248,[0.79003  1.3648   1.364812]
16376,[0.80584  1.368194]
16504,[0.806044 1.368202]
16716,[0.806259 1.368208]
16844,[0.806447 1.368213]
16972,[0.806643 1.368217]
17100,[0.806841 1.368222 1.368232]
34455,[16.477485 16.477488 16.477603]
34456,[16.477204 16.477205]
34457,[16.477754 16.477755 16.477867]
34458,[16.476216 16.477606]
34459,[16.476214 16.476218 16.476369]
34460,[16.477609 16.47761  16.47775 ]
34461,[16.477611 16.47816 ]
34462,[16.477612 16.478004]
34463,[16.477613 16.478168]
34464,[16.477028 16.478167]
34465,[16.477027 16.477029 16.477186]
34466,[16.476375 16.476376]
34468,[16.476062 16.476064 16.47621 ]
34470,[16.476069 16.478171]
34471,[16.47607  16.477478]
34473,[16.478006 16.478008 16.478157]
34476,[16.477869 16.47787 ]
34486,[16.475898 16.476843]
34487,[16.475896 16.475901 16.47605 ]
34488,[16.476845 16.476846 16.477024]
37622,[16.476534 16.476536 16.476687]
37625,[16.47669  16.476692 16.47684 ]
37631,[16.477358 16.47736 ]
37632,[16.475741 16.475742 16.475883]
37633,[16.475744 16.476055]
37634,[16.47556  16.475566 16.475732]
37635,[16.475575 16.47653 ]
37636,[ 0.80694  16.476058]
37637,[ 0.806942 16.475739]
37638,[0.806938 0.806943 0.824244]
37639,[0.806944 1.381011]
37641,[0.826916 0.826918]
37642,[0.82426  0.827474]
37643,[0.824256 0.824268 0.824541]
37644,[0.82581  0.825812]
37645,[0.827065 0.827066]
37646,[0.826771 0.826773]
37647,[0.827189 0.82719 ]
37648,[0.825103 0.825109 0.825358]
37649,[0.82482  0.824826]
37650,[0.827496 0.827497 0.82762 ]
37651,[0.824553 0.824558]
37653,[0.826004 0.826006]
37654,[0.827625 0.827626 0.827754]
37655,[0.826193 0.826195]
37657,[0.826608 0.826609]
37658,[0.825573 0.825588]
37659,[16.464028 16.464035 16.464515]
37660,[0.825368 0.825373]
37661,[0.826332 0.826334]
37662,[0.826465 0.826466 0.82659 ]
37663,[0.826468 0.827778]
37791,[0.82778  0.827786 0.828105]
37919,[0.828107 0.82811  0.828389]
38047,[0.828392 0.828394]
