353,[0.309287 0.30929 ]
481,[0.309522 0.309523]
609,[0.309862 0.309864]
737,[0.310154 0.310156]
944,[14.320119 14.32012  14.320253]
945,[14.320121 14.320402]
946,[14.319352 14.320255]
947,[14.319351 14.319354 14.319528]
948,[14.320123 14.320258 14.320396]
949,[14.320124 14.320617]
950,[14.320125 14.320613]
951,[14.320126 14.320625]
952,[14.319547 14.320623]
953,[14.319551 14.320084]
954,[14.319546 14.319552 14.319746]
956,[14.319133 14.319135 14.319349]
958,[14.31915  14.320628]
959,[14.319151 14.320112]
961,[14.32041  14.320615]
964,[14.320404 14.320413 14.320609]
974,[14.318892 14.320081]
975,[14.318891 14.318894 14.319114]
976,[14.319762 14.320083]
978,[14.319751 14.319766 14.31995 ]
981,[14.319952 14.319954 14.320079]
987,[14.318632 14.318637 14.318889]
988,[14.318263 14.319118]
989,[14.318258 14.318274 14.318623]
990,[14.318276 14.319531]
991,[14.318276 14.319748]
992,[ 0.306241 14.319119]
993,[ 0.306245 14.31863 ]
994,[0.306239 0.306246 0.30691 ]
995,[0.306247 0.590624]
996,[0.306248 0.308176]
997,[0.30625 0.30817]
998,[0.306251 0.308178]
999,[0.306252 0.306915]
1000,[0.307425 0.307426 0.30765 ]
1001,[0.307427 0.308172]
1002,[0.307428 0.308168]
1003,[0.307429 0.308174]
1004,[0.307094 0.307254]
1005,[0.307093 0.307096 0.307252]
1099,[0.310458 0.310459]
1227,[0.310714 0.310715]
1355,[0.311002 0.311003]
1483,[0.311274 0.311275]
1772,[0.311559 0.31156 ]
1900,[0.311778 0.311779]
2028,[0.312061 0.312062]
2156,[0.312344 0.312345]
2284,[0.312621 0.312622]
2412,[0.312906 0.312907]
2540,[0.313197 0.313198]
2668,[0.313484 0.313485]
2796,[0.313771 0.313773]
2924,[0.314055 0.314056]
3052,[0.314337 0.314342]
3180,[0.314608 0.314609]
3308,[0.314886 0.314887]
3564,[0.315441 0.315442]
3692,[0.316053 0.316054]
3948,[0.316755 0.316756]
4076,[0.317064 0.317065]
4204,[0.317344 0.317345]
4384,[0.317624 0.317625]
4512,[0.317854 0.317855]
4640,[0.318116 0.318117]
4768,[0.326525 0.326529]
4896,[0.329933 0.329938]
5024,[0.333331 0.333336]
5152,[0.337697 0.337702]
5280,[0.341103 0.341107]
5408,[0.344488 0.344492]
5536,[0.348799 0.348803]
5664,[0.352192 0.352196]
5792,[0.355592 0.355596]
5920,[0.358988 0.358992]
6048,[0.363324 0.363328]
6176,[0.366722 0.366726]
6304,[0.370177 0.370181]
6432,[0.374455 0.374459]
6560,[0.377853 0.377857]
6688,[0.381275 0.38128 ]
6816,[0.385584 0.385588]
6944,[0.388981 0.388985]
7072,[0.392403 0.392407]
7200,[0.396713 0.396717]
7328,[0.400107 0.400112]
7456,[0.403505 0.40351 ]
7584,[0.406904 0.406908]
7712,[0.411279 0.411285]
7840,[0.414674 0.41468 ]
7968,[0.418045 0.418051]
8096,[0.422408 0.422416]
8224,[0.425778 0.425784]
8352,[0.429201 0.429207]
8480,[0.433537 0.433542]
8608,[0.436907 0.436913]
8736,[0.4403   0.440306]
8864,[0.444675 0.444681]
8992,[0.448059 0.448065]
9120,[0.451434 0.45144 ]
9248,[0.45577  0.455776]
9376,[0.459167 0.459173]
9504,[0.462564 0.462575]
9632,[0.465986 0.465992]
9760,[0.470296 0.470302]
9888,[0.473719 0.473725]
10016,[0.477089 0.477098]
10144,[0.481452 0.481458]
10272,[0.484817 0.484823]
10400,[0.488223 0.488229]
10528,[0.492537 0.492543]
10656,[0.495935 0.495945]
10784,[0.499331 0.499337]
10912,[0.503666 0.503672]
11040,[0.50709  0.507096]
11168,[0.51046  0.510466]
11296,[0.514821 0.514827]
11424,[0.51823  0.518236]
11552,[0.521615 0.521621]
11680,[0.524985 0.524991]
11808,[0.529347 0.529353]
11936,[0.532732 0.532738]
12064,[0.142569 0.536155 0.536161]
12192,[0.142769 0.540492 0.540498]
12320,[0.14298  0.543863 0.543869]
12448,[0.143349 0.547262 0.547267]
12576,[0.143564 0.551597 0.551603]
12704,[0.14377  0.554994 0.555   ]
12832,[0.164113 0.55839  0.558396]
12960,[0.164377 0.573749 0.573755]
13088,[0.164924 0.577149 0.577155]
13216,[0.165227 0.580539 0.580545]
13344,[0.165502 0.583985 0.583991]
13472,[0.165773 0.584607 0.58461 ]
13600,[0.166052 0.584955 0.584961]
