1106,[0.686871 0.686872]
1234,[0.687097 0.687098]
1362,[0.687404 0.687405]
1490,[0.6877   0.687701]
1779,[0.688004 0.688005]
1907,[0.698102 0.698103]
2035,[0.701504 0.701507]
2163,[0.704901 0.704905]
2291,[0.709237 0.70924 ]
2419,[0.712627 0.712629]
2547,[0.716029 0.716032]
2675,[0.720359 0.720361]
2803,[0.723776 0.72378 ]
2931,[0.727221 0.727229]
3059,[0.731561 0.731569]
3187,[0.734958 0.734966]
3315,[0.738352 0.73836 ]
3443,[0.741751 0.741759]
3571,[0.746087 0.746095]
3699,[0.749483 0.749491]
3827,[0.752804 0.752817]
3955,[0.757253 0.757261]
4083,[0.760622 0.76063 ]
4211,[0.764047 0.764055]
4341,[0.768382 0.768391]
4469,[0.771881 0.771889]
4597,[0.775228 0.775237]
4725,[0.779563 0.779571]
4853,[0.78296  0.782968]
4981,[0.786359 0.786367]
5109,[0.789753 0.789762]
5237,[0.794088 0.794097]
5365,[0.79749  0.797498]
5493,[0.80079  0.800799]
5621,[0.805223 0.805231]
5749,[0.808592 0.808599]
5877,[0.812012 0.81202 ]
6005,[0.816347 0.816356]
6133,[0.819749 0.819757]
6261,[0.823143 0.823155]
6389,[0.827478 0.827486]
6517,[0.830875 0.830883]
6645,[0.834304 0.834312]
6773,[0.838607 0.838616]
6901,[0.842003 0.842011]
7029,[0.8454   0.845409]
7157,[0.848794 0.848802]
7285,[0.853093 0.853099]
7413,[0.856527 0.856535]
7541,[0.859928 0.859935]
7669,[0.864264 0.864277]
7797,[0.86766  0.867668]
7925,[0.871054 0.871062]
8053,[0.875391 0.875399]
8181,[0.878788 0.878796]
8309,[0.88214  0.882146]
8437,[0.886522 0.886534]
8565,[0.889918 0.889926]
8693,[0.893316 0.893323]
8821,[0.896703 0.896717]
8949,[0.901049 0.901056]
9077,[0.904442 0.90445 ]
9205,[0.907844 0.907852]
9333,[0.912153 0.912162]
9461,[0.915575 0.915583]
9589,[0.918971 0.918979]
9717,[0.923307 0.923315]
9845,[0.926708 0.926716]
9973,[0.930101 0.930109]
10101,[0.934437 0.934445]
10229,[0.937837 0.937845]
10357,[0.941231 0.941243]
10485,[0.945566 0.945575]
10613,[0.948869 0.948876]
10741,[0.952357 0.952365]
10869,[0.955757 0.955766]
10997,[0.960096 0.960103]
11125,[0.963489 0.963502]
11253,[0.966885 0.966893]
11381,[0.971223 0.971231]
11509,[0.974622 0.97463 ]
11637,[0.978015 0.978023]
11765,[0.982356 0.982364]
11893,[0.985744 0.985753]
12021,[0.989137 0.989144]
12149,[0.993482 0.99349 ]
12277,[0.996778 0.996787]
12405,[1.000271 1.000279]
12533,[1.004609 1.004618]
12661,[1.007892 1.007894]
12789,[0.532321 1.011284 1.011286]
12917,[0.541619 1.014796 1.014804]
17307,[0.541864 1.019134 1.019142]
17435,[0.542099 1.031157 1.031165]
17563,[0.542325 1.031565]
17691,[0.630598 1.03157  1.031583]
18349,[0.630916 1.03211  1.032113]
18477,[0.631235 1.032442 1.032444]
18605,[0.631518 1.032773 1.032779]
18733,[0.632071 1.033133 1.03314 ]
18861,[0.632385 1.033558 1.033567]
18989,[0.632896 1.033976 1.033984]
19117,[0.645837 1.034355 1.034359]
19245,[0.646133 1.034694 1.034696]
19529,[0.646445 1.035016 1.035029]
19657,[0.64674  1.035326 1.035357]
19785,[0.647027 1.035677 1.035679]
19913,[0.647307 1.035989 1.036001]
20340,[0.64766  1.036309 1.036322]
20468,[0.647958 1.036566 1.036567]
20596,[0.648273 1.036863 1.036868]
20724,[0.648581 1.037155 1.037157]
20852,[0.666562 1.037464 1.037466]
20980,[0.666777 1.037776]
21108,[0.666973 1.03779  1.037792]
21236,[0.667192 1.038276 1.038281]
21364,[0.667422 1.038593 1.038595]
21492,[0.667626 1.03891  1.038912]
21620,[0.667839 1.039224 1.039225]
21748,[0.668047 1.039535 1.039536]
21876,[0.668469 1.039804 1.039805]
23461,[16.156678 16.156679]
23463,[16.156796 16.156797]
23464,[16.155332 16.155333]
23465,[16.156404 16.156406 16.156523]
23466,[16.156913 16.156914]
23467,[16.157566 16.157567 16.157705]
23468,[16.156249 16.15729 ]
23469,[16.15625  16.157713]
23470,[16.156251 16.157711]
23471,[16.156248 16.156252 16.156391]
23472,[16.155504 16.155515]
23474,[16.155089 16.15509  16.155329]
23476,[16.157292 16.157716]
23477,[16.156541 16.156542]
23479,[16.157291 16.157295 16.157564]
23482,[16.157136 16.157137]
23492,[16.155944 16.155945 16.156127]
23493,[16.154677 16.154678]
23494,[16.155958 16.156129 16.156246]
23496,[16.155698 16.155699 16.15594 ]
23499,[16.155715 16.155942]
23505,[16.15446  16.154461]
23506,[16.153983 16.15488 ]
23507,[16.153977 16.153993 16.154255]
23508,[16.154883 16.155681]
23509,[16.154882 16.154895 16.155085]
23510,[16.154272 16.154274]
23511,[16.154897 16.155683]
23513,[0.685551 1.040289]
23514,[0.685549 0.685552 0.685763]
23515,[0.682701 0.682703]
23516,[0.685219 0.68522 ]
23517,[0.685765 0.685766 0.6859  ]
23518,[0.683087 0.683088 0.683291]
23519,[0.682932 0.682933]
23520,[0.6854   0.685401]
23521,[0.685022 0.685023]
23522,[0.68361  0.685547]
23523,[0.683609 0.683611 0.68381 ]
23524,[0.683411 0.683412]
23525,[0.685919 0.68592 ]
23526,[0.683293 0.683294]
23528,[0.684163 0.684164]
23530,[0.684353 0.684354]
23532,[0.684766 0.684768]
23533,[0.683952 0.683953]
23534,[16.142802 16.142804 16.143121]
23537,[0.684595 0.684753]
23538,[0.686177 0.686178]
23666,[0.686282 0.686283]
23794,[0.686578 0.686579]
