12107552.0 33532849
12107568.0 33532849
12107585.0 33532849
12107603.0 33532849
12107619.0 33532850
12107637.0 33532850
12107659.0 33532850
12107685.0 33532850
12107708.0 33532850
12107732.0 33532850
12107755.0 33532850
12107781.0 33532850
12107815.0 33532850
12107844.0 33532849
12107874.0 33532849
12107892.0 33532849
12107910.0 33532849
12107932.0 33532849
12107957.0 33532850
12107985.0 33532850
12108011.0 33532850
12108037.0 33532850
12108063.0 33532850
12108115.0 33532850
12108151.0 33532850
12108169.0 33532850
12108188.0 33532850
12108205.0 33532849
12108224.0 33532849
12108242.0 33532849
12108275.0 33532849
12108296.0 33532849
12108313.0 33532849
12108332.0 33532849
12108350.0 33532849
12108370.0 33532849
12108388.0 33532850
12108404.0 33532850
12108422.0 33532850
12108440.0 33532850
12108457.0 33532850
12108474.0 33532850
12108491.0 33532850
12108508.0 33532850
12108525.0 33532850
12108543.0 33532848
12108561.0 33532848
12108578.0 33532848
12108596.0 33532848
12108614.0 33532850
12108634.0 33532850
12108654.0 33532850
12108674.0 33532850
12108695.0 33532850
12108715.0 33532850
12108733.0 33532850
12108750.0 33532850
12108766.0 33532850
12108784.0 33532848
12108802.0 33532848
12108822.0 33532848
12108839.0 33532848
12108857.0 33532848
12108874.0 33532848
12108891.0 33532848
12108908.0 33532848
12108925.0 33532848
12108942.0 33532848
12108959.0 33532848
12108976.0 33532848
12108994.0 33532848
12109011.0 33532848
12109028.0 33532848
12109049.0 33532848
12109067.0 33532848
12109083.0 33532848
12109107.0 33532848
12109126.0 33532850
12109143.0 33532850
12109160.0 33532850
12109177.0 33532850
12109195.0 33532850
12109214.0 33532850
12109231.0 33532850
12109248.0 33532850
12109269.0 33532850
12109303.0 33532848
12109321.0 33532848
12109339.0 33532848
12109356.0 33532848
12109390.0 33532848
12109422.0 33532848
12109451.0 33532848
12109470.0 33532848
12109493.0 33532848
12109524.0 33532850
12109557.0 33532850
12109577.0 33532850
12109595.0 33532850
12109611.0 33532850
12109628.0 33532850
12109647.0 33532850
12109665.0 33532850
12109683.0 33532850
12109700.0 33532851
12109720.0 33532851
12109737.0 33532850
12109754.0 33532850
12109772.0 33532850
12109789.0 33532850
12109808.0 33532850
12109826.0 33532850
12109843.0 33532850
12109870.0 33532850
12109888.0 33532850
12109904.0 33532850
12109922.0 33532850
12109939.0 33532850
12109956.0 33532850
12109973.0 33532850
12110000.0 33532850
12110017.0 33532850
12110034.0 33532850
12110052.0 33532850
12110069.0 33532850
12110087.0 33532850
12110237.0 33532850
12110258.0 33532850
12110277.0 33532850
12110295.0 33532850
12110312.0 33532850
12110330.0 33532850
12110347.0 33532850
