991,[0.297637 0.297643 0.297958]
1119,[0.297961 0.297964 0.298295]
1247,[0.298297 0.298299]
1375,[0.29861  0.298611]
1920,[0.351442 0.35145 ]
2048,[0.354835 0.354843]
2176,[0.380219 0.380227]
2304,[0.406549 0.406557]
2432,[0.409946 0.409954]
2560,[0.413341 0.413349]
2688,[0.417681 0.417688]
2816,[0.421087 0.421095]
2944,[0.424474 0.424483]
3072,[0.428788 0.428796]
3200,[0.432208 0.432217]
3328,[0.435607 0.43562 ]
3456,[0.439005 0.439013]
3584,[0.443341 0.443349]
3712,[0.446737 0.446745]
3840,[0.450135 0.450144]
3968,[0.454474 0.454482]
4096,[0.457865 0.457873]
4224,[0.461265 0.461273]
4352,[0.465599 0.465607]
4480,[0.468958 0.468966]
4608,[0.472387 0.472395]
4736,[0.476694 0.476703]
4864,[0.480157 0.480165]
4992,[0.483521 0.48353 ]
5120,[0.487854 0.487862]
5248,[0.491249 0.491257]
5376,[0.494646 0.494654]
5504,[0.498043 0.498052]
5632,[0.50238  0.502389]
5760,[0.505776 0.505784]
5888,[0.509172 0.50918 ]
6016,[0.513511 0.513519]
6144,[0.516876 0.516883]
6272,[0.520305 0.520313]
6400,[0.524644 0.524653]
6528,[0.528034 0.528043]
6656,[0.531437 0.53145 ]
6784,[0.535774 0.535781]
6912,[0.539165 0.539173]
7040,[0.542566 0.542574]
7168,[0.545959 0.545968]
7296,[0.550296 0.550305]
7424,[0.553689 0.553697]
7552,[0.557086 0.557094]
7680,[0.561422 0.56143 ]
7808,[0.564729 0.564737]
7936,[0.568214 0.568222]
8064,[0.572526 0.572544]
8192,[0.57595  0.575958]
8320,[0.579348 0.579356]
8448,[0.583685 0.583694]
8576,[0.587078 0.58709 ]
8704,[0.590477 0.590485]
8832,[0.594812 0.594821]
8960,[0.598207 0.598215]
9088,[0.601576 0.601584]
9216,[0.60497  0.604977]
9344,[0.609307 0.60932 ]
9472,[0.612648 0.612661]
9600,[0.616134 0.616143]
9728,[0.620403 0.620419]
9856,[0.623819 0.623824]
9984,[0.627214 0.62722 ]
10112,[0.631552 0.631557]
10240,[0.635054 0.635063]
10368,[0.638397 0.638406]
10496,[0.653731 0.65374 ]
10624,[0.657126 0.657135]
10752,[0.660491 0.6605  ]
10880,[0.66392  0.663928]
11008,[0.66458  0.664587]
11136,[0.664977 0.664983]
11264,[0.665412 0.66542 ]
11392,[0.665839 0.665848]
16724,[0.666216 0.666221]
16852,[0.666477 0.66648 ]
16980,[0.666825 0.666828]
18885,[0.667186 0.6672  ]
19013,[0.667514 0.667533]
19141,[0.667853 0.667855]
19269,[0.668186 0.66819 ]
27014,[15.813061 15.814318]
27015,[15.813058 15.813076 15.81325 ]
27016,[15.814031 15.81432 ]
27018,[15.81403  15.814033 15.814183]
27021,[15.814185 15.814187 15.814316]
27027,[15.812829 15.812836 15.813044]
27028,[15.812556 15.813268]
27029,[15.81255  15.812565 15.812796]
27030,[15.813283 15.814023]
27031,[15.813281 15.813286 15.813476]
27032,[ 0.292295 15.812827]
27033,[ 0.292297 15.814025]
27034,[0.292292 0.292298 0.292515]
27035,[0.292299 0.679112]
27036,[0.296829 0.29683 ]
27037,[0.296422 0.296423]
27038,[0.292519 0.296983]
27039,[0.292518 0.29252  0.292682]
27040,[0.293721 0.293722]
27041,[0.296558 0.296561]
27042,[0.296228 0.296229]
27043,[0.296703 0.296704]
27044,[0.293062 0.293076 0.293289]
27045,[0.292864 0.292866]
27046,[0.297027 0.297028 0.297408]
27047,[0.292695 0.292697]
27049,[0.293909 0.29391 ]
27050,[0.297415 0.297416 0.297588]
27051,[0.294071 0.294072]
27053,[0.296074 0.296076]
27054,[0.293499 0.293503]
27055,[15.801243 15.801248 15.801655]
27056,[0.293303 0.293306]
27057,[0.295723 0.295724]
27058,[0.29592  0.295921 0.296062]
27059,[0.295923 0.297636]
28195,[0.668519 0.668522]
28323,[0.668852 0.668858]
28451,[0.66916  0.669162]
28579,[0.669483 0.669485]
28868,[0.669803 0.66981 ]
28996,[0.232286 0.670105 0.670107]
29124,[0.232778 0.670426 0.670428]
29252,[0.241882 0.670747 0.670749]
29401,[15.814756 15.814757]
29402,[15.815104 15.815105]
29403,[15.814874 15.814875]
29404,[15.813693 15.813694]
29405,[15.814485 15.814486 15.814604]
29407,[15.815597 15.815598 15.815711]
29408,[15.814322 15.815353]
29409,[15.814324 15.81572 ]
29410,[15.814325 15.815718]
29411,[15.814322 15.814326 15.814473]
29412,[15.813872 15.813884]
29414,[15.813493 15.813507 15.81369 ]
29416,[15.815355 15.815722]
29417,[15.814621 15.814622]
29419,[15.815355 15.815358 15.815595]
29422,[15.815216 15.815217]
29541,[0.242112 0.671067 0.671069]
29669,[0.242319 0.67133  0.671332]
29797,[0.242513 0.671643 0.671645]
29925,[0.24272  0.671954 0.671955]
30950,[0.24306  0.672265 0.672268]
31078,[0.253883 0.672521 0.672523]
31206,[0.254083 0.672802 0.672805]
31334,[0.25428  0.673082 0.673083]
31559,[0.254507 0.673369 0.673371]
31687,[0.254732 0.673636 0.673637]
31815,[0.254927 0.673944 0.673945]
31943,[0.255245 0.674248 0.674249]
32071,[0.255497 0.674517 0.674519]
32199,[0.26735  0.674827 0.674829]
32327,[0.26755  0.675101 0.675102]
32455,[0.26774  0.675376 0.675378]
32583,[0.267986 0.675648 0.67565 ]
32711,[0.268182 0.675956 0.675959]
32839,[0.268705 0.67623  0.676232]
32967,[0.26909  0.676543 0.676546]
33095,[0.278842 0.676822 0.676824]
33223,[0.279064 0.677095]
33351,[0.279255 0.677098]
33479,[0.279493 0.677101 0.677103]
33963,[0.279723 0.67771  0.677711]
34091,[0.280098 0.677962 0.677963]
34219,[0.280307 0.678271 0.678277]
34347,[0.280508 0.678581 0.678583]
